timestamp,robot_x,robot_y,robot_yaw_rad,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5
1730821382067759360,5.142964351462588,-4.227093226216551,1.3421301837962931,3.06,0.46,2.1,-2.21,10.3,-1.52,10.22,1.31,7.12,-5.74
1730821382167621376,5.142666327211188,-4.227160126252986,1.3422620390253934,3.06,0.45,2.12,-2.2,10.29,-1.52,10.23,1.28,7.12,-5.73
1730821382267712256,5.142668619568773,-4.227618941465094,1.3422600929098722,3.06,0.45,2.15,-2.2,10.28,-1.52,10.23,1.26,7.12,-5.72
1730821382367704320,5.1402644505532535,-4.226305604113153,1.349721171284984,3.06,0.44,2.17,-2.2,10.27,-1.52,10.24,1.23,7.12,-5.7
1730821382467761152,5.145019542617661,-4.21799443453602,1.3963199993308144,3.07,0.43,2.2,-2.2,10.26,-1.52,10.24,1.21,7.12,-5.69
1730821382567799296,5.153591282838041,-4.200243248561924,1.4461839396379057,3.07,0.42,2.22,-2.19,10.24,-1.52,10.25,1.18,7.12,-5.67
1730821382667652352,5.155259663543172,-4.186006050158687,1.4595200351785549,3.07,0.41,2.25,-2.19,10.23,-1.52,10.25,1.16,7.12,-5.66
1730821382767768320,5.156737891269696,-4.166456773470542,1.4670023253076827,3.07,0.4,2.27,-2.19,10.22,-1.52,10.26,1.13,7.12,-5.65
1730821382867713536,5.159545153779002,-4.147493273561574,1.4723156233759098,3.08,0.4,2.3,-2.19,10.21,-1.52,10.27,1.11,7.12,-5.63
1730821382967696384,5.163653204541524,-4.12357691230768,1.4719299782733444,3.08,0.39,2.32,-2.18,10.2,-1.52,10.27,1.09,7.12,-5.62
1730821383067643392,5.1656981545254,-4.106497515844002,1.4688643010924225,3.12,0.35,2.41,-2.17,10.12,-1.51,10.23,1.06,7.09,-5.58
1730821383167683328,5.169451976992211,-4.085663940520199,1.4524230059472272,3.16,0.32,2.5,-2.15,10.05,-1.5,10.19,1.04,7.07,-5.54
1730821383267618304,5.175052973600023,-4.057239279588852,1.4270133257655684,3.2,0.28,2.59,-2.14,9.97,-1.5,10.15,1.02,7.05,-5.5
1730821383367718400,5.179453927392398,-4.037872220567746,1.4091218356137232,3.24,0.25,2.68,-2.13,9.89,-1.49,10.11,1.0,7.03,-5.45
1730821383467695360,5.183036578837223,-4.020612201874249,1.4026153043580485,3.29,0.21,2.77,-2.11,9.82,-1.48,10.07,0.98,7.01,-5.41
1730821383567732224,5.186782545668021,-3.999852105758512,1.399476226466616,3.33,0.17,2.86,-2.1,9.74,-1.47,10.02,0.95,6.98,-5.37
1730821383667745280,5.191936873091753,-3.9757303733943816,1.3930073337200235,3.37,0.14,2.96,-2.09,9.66,-1.46,9.98,0.93,6.96,-5.33
1730821383767643392,5.195062703552667,-3.953321642295951,1.3854440271102464,3.41,0.1,3.05,-2.07,9.59,-1.46,9.94,0.91,6.94,-5.29
1730821383867671552,5.1987745092968645,-3.937643914775345,1.3790340995867612,3.45,0.07,3.14,-2.06,9.51,-1.45,9.9,0.89,6.92,-5.25
1730821383967734272,5.202181835705668,-3.9168434048492298,1.3686587568669264,3.49,0.03,3.23,-2.05,9.43,-1.44,9.86,0.87,6.9,-5.21
1730821384067647488,5.205185802653256,-3.892754811752452,1.356142850199772,3.52,-0.01,3.35,-2.02,9.34,-1.43,9.81,0.84,6.87,-5.14
1730821384167606272,5.213016185753305,-3.8617398960479714,1.337046286790849,3.55,-0.06,3.47,-2.0,9.25,-1.42,9.76,0.81,6.84,-5.08
1730821384267651328,5.218106989739762,-3.843238927855926,1.3234477068596826,3.57,-0.1,3.59,-1.98,9.16,-1.41,9.7,0.78,6.81,-5.02
1730821384367638272,5.225057252099221,-3.81710898954356,1.302376993662739,3.6,-0.14,3.71,-1.96,9.07,-1.39,9.65,0.74,6.79,-4.96
1730821384467562240,5.2323305168113,-3.791248889637717,1.2810877292246068,3.63,-0.19,3.83,-1.94,8.98,-1.38,9.6,0.71,6.76,-4.89
1730821384567572480,5.242329505346162,-3.7537173071536034,1.25068419504044,3.66,-0.23,3.95,-1.91,8.89,-1.37,9.55,0.68,6.73,-4.83
1730821384667594496,5.248894324741602,-3.730696080906513,1.232292177757783,3.68,-0.28,4.07,-1.89,8.8,-1.36,9.49,0.65,6.7,-4.77
1730821384767624448,5.258033433445042,-3.705333976020626,1.2060798851012806,3.71,-0.32,4.19,-1.87,8.71,-1.35,9.44,0.62,6.68,-4.7
1730821384867613440,5.269945114715147,-3.676139973299573,1.178951507979073,3.74,-0.36,4.31,-1.85,8.62,-1.34,9.39,0.59,6.65,-4.64
1730821384967609344,5.282917815603869,-3.648572816761954,1.1447072760448105,3.77,-0.41,4.43,-1.83,8.53,-1.33,9.34,0.56,6.62,-4.58
1730821385067522304,5.292939150605155,-3.6301173420670194,1.123664322391042,3.8,-0.48,4.56,-1.79,8.46,-1.33,9.28,0.53,6.6,-4.49
1730821385167469312,5.304339631553827,-3.6094368767617375,1.0951959805199485,3.84,-0.54,4.68,-1.75,8.39,-1.32,9.22,0.49,6.58,-4.4
1730821385267517440,5.318494507225029,-3.580918927309368,1.0681495557222302,3.88,-0.61,4.8,-1.71,8.32,-1.32,9.16,0.46,6.56,-4.31
1730821385367556352,5.335975350589054,-3.5539415998333745,1.0364965288288952,3.92,-0.68,4.93,-1.67,8.25,-1.32,9.1,0.42,6.55,-4.23
1730821385467504384,5.348089762154282,-3.533940564898377,1.0251191904016494,3.96,-0.75,5.05,-1.63,8.18,-1.32,9.04,0.39,6.53,-4.14
1730821385567638272,5.365051922587587,-3.513746133178953,1.0287339088266951,4.0,-0.82,5.18,-1.6,8.12,-1.31,8.98,0.35,6.51,-4.05
1730821385667551488,5.380842261162247,-3.491159253263915,1.051616151519602,4.03,-0.89,5.3,-1.56,8.05,-1.31,8.92,0.31,6.49,-3.96
1730821385767643392,5.402783993635175,-3.4561092543298897,1.0902728927558127,4.07,-0.96,5.42,-1.52,7.98,-1.31,8.86,0.28,6.47,-3.87
1730821385867649536,5.41589066105011,-3.436511459366211,1.1145359657156404,4.11,-1.02,5.55,-1.48,7.91,-1.3,8.8,0.24,6.45,-3.79
1730821385967766272,5.432893985294857,-3.4082688826903977,1.1443871940614776,4.15,-1.09,5.67,-1.44,7.84,-1.3,8.73,0.21,6.43,-3.7
1730821386067742464,5.450264045876475,-3.3736560404192493,1.1803479561234964,4.18,-1.18,5.78,-1.39,7.77,-1.32,8.69,0.19,6.39,-3.58
1730821386167643648,5.463327697489447,-3.346550557998812,1.2051164688164049,4.21,-1.27,5.89,-1.35,7.7,-1.34,8.64,0.17,6.36,-3.45
1730821386267654400,5.472375672006703,-3.3258027866756,1.2244593628411202,4.24,-1.36,6.01,-1.3,7.64,-1.36,8.59,0.16,6.32,-3.33
1730821386367601408,5.483650055954011,-3.296258452712781,1.2504634576149385,4.27,-1.44,6.12,-1.25,7.57,-1.38,8.54,0.14,6.29,-3.2
1730821386467597568,5.49615572699414,-3.267698687800975,1.2760848604359023,4.3,-1.53,6.23,-1.21,7.5,-1.4,8.49,0.12,6.25,-3.08
1730821386567548416,5.50924686443054,-3.2313715908041862,1.3086240926029384,4.33,-1.62,6.34,-1.16,7.43,-1.42,8.44,0.11,6.22,-2.96
1730821386667612672,5.516697910775159,-3.206334304736257,1.3310289491877616,4.36,-1.71,6.46,-1.12,7.36,-1.44,8.39,0.09,6.18,-2.83
1730821386767582464,5.5245136237782,-3.173716202867864,1.3549368108555169,4.39,-1.8,6.57,-1.07,7.29,-1.46,8.34,0.08,6.14,-2.71
1730821386867583488,5.535866653107278,-3.142408217321872,1.3703487316598884,4.42,-1.88,6.68,-1.02,7.22,-1.47,8.29,0.06,6.11,-2.59
1730821386967567360,5.548186266506666,-3.106016736189703,1.383734892752988,4.45,-1.97,6.79,-0.98,7.16,-1.49,8.24,0.04,6.07,-2.46
1730821387067560448,5.55119931302309,-3.0791297577143144,1.3954131773665388,4.49,-2.06,6.91,-0.99,7.09,-1.48,8.18,0.02,5.99,-2.38
